"netzbetreiber","netzbetreiberStrasse","netzbetreiberPlz","netzbetreiberOrt","gemeindeNummer","gemeindeName","postleitzahl","kanton"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5287","Riviera","6526 - 6707","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5304","Bosco/Gurin","6685","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5307","Campo (Vallemaggia)","6683 - 6684","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5309","Cerentino","6682 - 6683","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5310","Cevio","6675 - 6690","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5315","Linescio","6682","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5317","Maggia","6670 - 6678","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5323","Lavizzara","6692 - 6696","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5324","Avegno Gordevio","6670 - 6672","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5396","Terre di Pedemonte","6652 - 6654","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5397","Centovalli","6655 - 6659","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5398","Gambarogno","6571 - 6594","TI"
"Società Elettrica Sopracenerina SA (Ticino)","Piazza Grande 5","6601","Locarno","5399","Verzasca","6631 - 6637","TI"
"Società Semplice Tra I Comuni, Concedenti Elin, Prestazioni di Servizio",,"6535","Roveredo GR","3835","San Vittore","6533 - 6534","GR"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5703","Bassins","1269","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5704","Begnins","1268","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5710","Coinsins","1267","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5715","Duillier","1266","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5721","Gland","1196","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5725","Prangins","1197 - 1260","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5732","Vich","1267","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5855","Dully","1195","VD"
"Société Electrique Intercommunale de la Côte SA","Avenue du Mont-Blanc","1196","Gland","5858","Luins","1184","VD"
"Société Electrique de la Vallée de Joux S.A.","rue du Pont-Neuf","1341","Orient","5871","L'Abbaye","1342 - 1346","VD"
"Société Electrique de la Vallée de Joux S.A.","rue du Pont-Neuf","1341","Orient","5872","Le Chenit","1341 - 1348","VD"
"Société Electrique de la Vallée de Joux S.A.","rue du Pont-Neuf","1341","Orient","5873","Le Lieu","1343 - 1345","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5422","Aubonne","1170 - 1174","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5425","Bière","1145 - 1149","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5426","Bougy-Villars","1172","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5427","Féchy","1166 - 1173","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5435","Saint-Livres","1145 - 1176","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5636","Etoy","1163","VD"
"Société Electrique des Forces de l'Aubonne SA (SEFA)","Chemin Lucien Chevallaz","1170","Aubonne","5851","Allaman","1165","VD"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","432","Cormoret","2608 - 2613","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","433","Cortébert","2607 - 2723","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","434","Courtelary","2608 - 2723","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","435","La Ferrière","2333 - 2610","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","437","Mont-Tramelan","2720 - 2723","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","441","Renan (BE)","2616","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","443","Saint-Imier","2345 - 2610","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","445","Sonvilier","2333 - 2615","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","448","Villeret","2345 - 2613","BE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6436","Le Locle","2322 - 2416","NE"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6741","Le Bémont (JU)","2360 - 2363","JU"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6742","Les Bois","2333 - 2336","JU"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6743","Les Breuleux","2345","JU"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6753","Muriaux","2338 - 2345","JU"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6754","Le Noirmont","2336 - 2345","JU"
"Société des Forces Électriques de La Goule SA","route de Tramelan","2610","St-Imier","6757","Saignelégier","2350 - 2354","JU"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3001","Herisau","9100 - 9200","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3002","Hundwil","9063 - 9108","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3004","Schwellbrunn","9100 - 9113","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3005","Stein (AR)","9014 - 9063","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3006","Urnäsch","9103 - 9107","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3007","Waldstatt","9100 - 9104","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3021","Bühler","9043 - 9055","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3022","Gais","9043 - 9450","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3023","Speicher","9037 - 9042","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3024","Teufen (AR)","9012 - 9062","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3025","Trogen","9043","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3033","Lutzenberg","9405 - 9427","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3034","Rehetobel","9034 - 9038","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3036","Wald (AR)","9043 - 9044","AR"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3102","Gonten","9050 - 9108","AI"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3104","Schlatt-Haslen","9050 - 9108","AI"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3202","Muolen","8580 - 9313","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3274","Sennwald","9465 - 9473","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3291","Bad Ragaz","7310 - 7317","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3292","Flums","8888 - 8898","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3294","Pfäfers","7312 - 7317","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3296","Sargans","7320 - 8888","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3311","Amden","8872 - 8873","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3316","Weesen","8872","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3341","Gommiswald","8725 - 8739","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3342","Eschenbach (SG)","8636 - 8735","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3359","Wildhaus-Alt St. Johann","9107 - 9658","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3360","Nesslau","9107 - 9655","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3374","Lichtensteig","9620","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3379","Wattwil","8726 - 9642","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3394","Mosnang","8376 - 9630","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3395","Bütschwil-Ganterschwil","9601 - 9621","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3396","Neckertal","9103 - 9633","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3401","Degersheim","9113 - 9230","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3405","Jonschwil","9242 - 9604","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3407","Oberuzwil","9230 - 9604","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3408","Uzwil","9240 - 9536","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","3427","Wil (SG)","9500 - 9552","SG"
"St. Gallisch-Appenzellische Kraftwerke AG","Vadianstrasse","9000","St. Gallen","4911","Bürglen (TG)","8575 - 8584","TG"
"St. Moritz Energie","Via Signuria","7500","St. Moritz","3782","Celerina/Schlarigna","7500 - 7505","GR"
"St. Moritz Energie","Via Signuria","7500","St. Moritz","3787","St. Moritz","7500 - 7512","GR"
"St.Galler Stadtwerke","St.Leonhard-Strasse","9000","St. Gallen","3203","St. Gallen","9000 - 9300","SG"
"St.Galler Stadtwerke","St.Leonhard-Strasse","9000","St. Gallen","3204","Wittenbach","9008 - 9308","SG"
"StWZ Energie AG","Mühlegasse","4800","Zofingen","4285","Strengelbach","4802","AG"
"StWZ Energie AG","Mühlegasse","4800","Zofingen","4289","Zofingen","4800 - 4814","AG"
"Stadtwerk Winterthur","Untere Schöntalstrasse","8406","Winterthur","230","Winterthur","8310 - 8545","ZH"
"Stadtwerke Gossau","Bischofszellerstrasse","9200","Gossau SG","3443","Gossau (SG)","9015 - 9212","SG"
"Stadtwerke Wetzikon","Schellerstrasse","8620","Wetzikon ZH","121","Wetzikon (ZH)","8345 - 8623","ZH"
"Steiner Energie AG","Industriestrasse","6102","Malters","1062","Malters","6014 - 6102","LU"
"Strom- und Wasserversorgung, Dorfkorporation Oberschan","Dorfstrasse","9479","Oberschan","3276","Wartau","7320 - 9479","SG"
"Städtische Betriebe Olten (SBO)","Werkhofstrasse","4600","Olten","2581","Olten","4600 - 4663","SO"
"TB Gränichen Energie AG","Moortalstrasse","5722","Gränichen","4006","Gränichen","5722 - 5723","AG"
"TBS Strom AG","Mühleweg","5034","Suhr","4012","Suhr","5000 - 5034","AG"
"Technische Betriebe Altstätten","Feldwiesenstrasse","9450","Lüchingen","3251","Altstätten","9058 - 9464","SG"
"Technische Betriebe Flawil (TBF)","Wilerstrasse","9230","Flawil","3402","Flawil","9113 - 9231","SG"
"Technische Betriebe Glarus","Feldstrasse","8750","Glarus","1632","Glarus","8750 - 8755","GL"
"Technische Betriebe Glarus Nord (TBGN)","Büntgasse ","8752","Näfels","1630","Glarus Nord","8752 - 8874","GL"
"Technische Betriebe Glarus Süd","Farbstrasse","8762","Schwanden GL","1631","Glarus Süd","8750 - 8784","GL"
"Technische Betriebe Goldach","Marmorstrasse","9403","Goldach","3213","Goldach","9400 - 9403","SG"
"Technische Betriebe Grabs, Energie, Strom, Wasser","Lindenweg","9472","Grabs","3273","Grabs","9469 - 9658","SG"
"Technische Betriebe Kemmental, Stromverkauf","Alterswilerstrasse ","8573","Siegershausen","4666","Kemmental","8565 - 8573","TG"
"Technische Betriebe Seon AG","Mühleweg ","5703","Seon","4195","Egliswil","5703 - 5704","AG"
"Technische Betriebe Seon AG","Mühleweg ","5703","Seon","4209","Seon","5703","AG"
"Technische Betriebe Weinfelden AG","Weststrasse","8570","Weinfelden","4946","Weinfelden","8570 - 8575","TG"
"Technische Betriebe Wil","Speerstrasse","9500","Wil SG","3427","Wil (SG)","9500 - 9552","SG"
"Technische Betriebe Würenlos","Tägerhardstrasse","5436","Würenlos","4048","Würenlos","5430 - 8109","AG"
"Technische Betriebe, Politische Gemeinde St. Margrethen","Hauptstrasse","9430","St. Margrethen SG","3236","St. Margrethen","9424 - 9430","SG"
"Technische Betriebe, Stadt Rorschach","Promenadenstrasse","9400","Rorschach","3215","Rorschach","9400","SG"
"Technische Gemeindebetriebe Berg, Gas-Strom-Und Wasserverteilung","Hauptstrasse","8572","Berg TG","4891","Berg (TG)","8570 - 8584","TG"
"Technische Gemeindebetriebe Bischofszell","Hofplatz","9220","Bischofszell","3422","Niederbüren","9200 - 9246","SG"
"Technische Gemeindebetriebe Bischofszell","Hofplatz","9220","Bischofszell","4471","Bischofszell","9220 - 9223","TG"
"Technische Gemeindebetriebe Bischofszell","Hofplatz","9220","Bischofszell","4486","Hauptwil-Gottshaus","9213 - 9225","TG"
"Technische Gemeindebetriebe Bischofszell","Hofplatz","9220","Bischofszell","4495","Hohentannen","9216","TG"
"Technische Gemeindebetriebe Bischofszell","Hofplatz","9220","Bischofszell","4511","Zihlschlacht-Sitterdorf","8588 - 9313","TG"
"Technische Gemeindebetriebe Hauptwil-Gottshaus, Elektrizitätsversorgung","Oberdorfstrasse","9213","Hauptwil","4486","Hauptwil-Gottshaus","9213 - 9225","TG"
"Technische Werke der Politischen Gemeinde Affeltrangen, Abwasserentsorgung","Hauptstrasse ","9556","Affeltrangen","4711","Affeltrangen","8514 - 9562","TG"
"Thurplus","Gaswerkstrasse","8500","Frauenfeld","4566","Frauenfeld","8500 - 9548","TG"
"Thurwerke AG","Bahnhofstrasse","9630","Wattwil","3379","Wattwil","8726 - 9642","SG"
"Trimmiser Industrielle Betriebe (TIB)","Galbutz","7203","Trimmis","3945","Trimmis","7202 - 7213","GR"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6004","Eggerberg","3937 - 3939","VS"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6191","Ausserberg","3938","VS"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6193","Bürchen","3935 - 3942","VS"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6198","Niedergesteln","3940 - 3949","VS"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6281","Baltschieder","3930 - 3937","VS"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6286","Lalden","3931","VS"
"VED Visp Energie Dienste AG","Bahnhofplatz","3930","Visp","6297","Visp","3930","VS"
"VOé distribution SA","Eterpaz ","1337","Vallorbe","5744","Ballaigues","1338","VD"
"VOé distribution SA","Eterpaz ","1337","Vallorbe","5755","Lignerolle","1357","VD"
"VOé distribution SA","Eterpaz ","1337","Vallorbe","5756","Montcherand","1354","VD"
"VOé distribution SA","Eterpaz ","1337","Vallorbe","5757","Orbe","1350","VD"
"VOé distribution SA","Eterpaz ","1337","Vallorbe","5764","Vallorbe","1337","VD"
"VOé distribution SA","Eterpaz ","1337","Vallorbe","5765","Vaulion","1325","VD"
"Viteos SA","quai Max-Petitpierre","2000","Neuchâtel","6421","La Chaux-de-Fonds","2300 - 2616","NE"
"Viteos SA","quai Max-Petitpierre","2000","Neuchâtel","6422","Les Planchettes","2325","NE"
"Viteos SA","quai Max-Petitpierre","2000","Neuchâtel","6436","Le Locle","2322 - 2416","NE"
"Viteos SA","quai Max-Petitpierre","2000","Neuchâtel","6458","Neuchâtel","2000 - 2068","NE"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1031","Hochdorf","6274 - 6283","LU"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1701","Baar","6300 - 6345","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1702","Cham","6330 - 6332","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1703","Hünenberg","5642 - 6333","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1704","Menzingen","6313 - 6315","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1705","Neuheim","6313 - 6345","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1706","Oberägeri","6314 - 8836","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1707","Risch","6343","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1709","Unterägeri","6314 - 6315","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1710","Walchwil","6318","ZG"
"WWZ Energie AG","Chollerstrasse","6300","Zug","1711","Zug","6300 - 6330","ZG"
"Wasser- und Elektrizitätswerk Steinhausen AG","Sennweidstrasse ","6312","Steinhausen","1708","Steinhausen","6312 - 6330","ZG"
